Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
2290,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27.0,1997,7,2,227,2.5,0,0,0,0,0,0,1,0,0.2,0.2,0.2,0.4,5,5,18,0.00,0.15,2290,ng NGA,FW,es La Liga,27,1997,2.5,0,5,0,0.0,1.98,0.00,0.00,,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,2290,ng NGA,FW,es La Liga,27,1997,2.5,25,48,52.1,349,77,0,0.2,0.1,-0.2,1,2,0,0,5,2290,ng NGA,FW,es La Liga,27,1997,2.5,48,46,1,0,0,0,2,0,0,0,0,0,25,1,2,2290,ng NGA,FW,es La Liga,27,1997,2.5,3,1.19,2,0,0,1,0,0,0,0.00,2290,ng NGA,FW,es La Liga,27,1997,2.5,2,1,1,1,0,2,50.0,1,3,1,2,1,3,2,0,2290,ng NGA,FW,es La Liga,27,1997,2.5,85,1,12,30,46,16,85,9,5,55.6,4,44.4,49,278,94,5,2,3,14,6,66,18,2826,ng NGA,FW,es La Liga,27,1997,7,227,32,6.6,2.5,2,64,0,5,20,11,1.14,1,2,-1,-0.40,-0.11,1.2,3.7,-2.4,-0.96,2290,ng NGA,FW,es La Liga,27,1997,2.5,1,0,0,8,1,5,2,1,1,0,0,0,5,9,11,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,Alexis Saelemaekers,be BEL,"DF,FW",Roma,it Serie A,25.0,1999,22,17,1389,15.4,7,3,10,7,0,0,4,0,2.5,2.5,2.6,5.1,39,53,136,0.65,0.33,2291,be BEL,"DF,FW",it Serie A,25,1999,15.4,7,25,12,48.0,1.62,0.78,0.28,0.58,16.7,0,0,0,2.5,2.5,0.10,+4.5,+4.5,2291,be BEL,"DF,FW",it Serie A,25,1999,15.4,630,773,81.5,9155,2444,3,2.6,2.0,+0.4,24,35,22,7,53,2291,be BEL,"DF,FW",it Serie A,25,1999,15.4,773,700,68,10,3,5,53,49,6,3,1,0,630,5,20,2291,be BEL,"DF,FW",it Serie A,25,1999,15.4,55,3.57,42,2,3,4,4,0,10,0.65,2291,be BEL,"DF,FW",it Serie A,25,1999,15.4,33,20,22,7,4,35,51.4,17,12,1,11,9,42,8,1,2291,be BEL,"DF,FW",it Serie A,25,1999,15.4,945,11,149,390,417,47,945,52,22,42.3,27,51.9,582,2954,1499,39,32,14,39,14,709,136,2827,be BEL,"DF,FW",it Serie A,25,1999,22,1389,63,40.6,15.4,17,74,2,5,27,4,2.05,29,8,+21,+1.36,+1.36,25.1,14.0,+11.2,+0.73,2291,be BEL,"DF,FW",it Serie A,25,1999,15.4,4,0,0,13,30,0,53,9,20,2,0,0,75,8,3,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,25.0,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,13,0.00,0.06,2292,be BEL,"DF,FW",it Serie A,25,1999,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2292,be BEL,"DF,FW",it Serie A,25,1999,1.0,66,78,84.6,1070,288,0,0.1,0.3,-0.1,2,5,1,0,4,2292,be BEL,"DF,FW",it Serie A,25,1999,1.0,78,64,13,2,0,0,10,7,4,2,1,0,66,1,0,2292,be BEL,"DF,FW",it Serie A,25,1999,1.0,9,9.00,6,3,0,0,0,0,0,0.00,2292,be BEL,"DF,FW",it Serie A,25,1999,1.0,1,1,0,0,1,1,100.0,0,0,0,0,1,2,0,0,2292,be BEL,"DF,FW",it Serie A,25,1999,1.0,81,0,9,34,38,2,81,0,0,,0,,59,356,234,7,4,1,1,0,61,13,2828,be BEL,"DF,FW",it Serie A,25,1999,1,90,90,2.6,1.0,1,90,1,0,,1,1.00,2,2,0,0.00,-0.49,2.1,1.0,+1.1,+1.12,2292,be BEL,"DF,FW",it Serie A,25,1999,1.0,0,0,0,0,2,0,10,1,1,0,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2293,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,27.0,1996,23,19,1690,18.8,1,0,1,1,0,0,4,1,1.3,1.3,0.1,1.4,5,36,2,0.05,0.07,2293,es ESP,DF,es La Liga,27,1996,18.8,1,8,3,37.5,0.43,0.16,0.13,0.33,8.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3,2293,es ESP,DF,es La Liga,27,1996,18.8,752,898,83.7,14899,5767,0,0.1,0.3,-0.1,2,35,1,0,36,2293,es ESP,DF,es La Liga,27,1996,18.8,898,863,33,28,0,7,0,2,0,0,0,0,752,2,2,2293,es ESP,DF,es La Liga,27,1996,18.8,10,0.53,8,0,0,0,1,1,0,0.00,2293,es ESP,DF,es La Liga,27,1996,18.8,37,23,18,18,1,20,55.0,9,26,17,9,25,62,161,0,2293,es ESP,DF,es La Liga,27,1996,18.8,1181,153,643,528,16,12,1181,7,4,57.1,2,28.6,579,2331,1292,5,1,0,6,1,687,2,2829,es ESP,DF,es La Liga,27,1996,23,1690,73,49.4,18.8,19,83,14,4,30,12,1.22,14,19,-5,-0.27,+0.36,15.5,24.3,-8.8,-0.47,2293,es ESP,DF,es La Liga,27,1996,18.8,4,1,0,30,15,1,0,25,23,0,1,1,58,41,38,51.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,Matvei Safonov,ru RUS,GK,Paris S-G,fr Ligue 1,25.0,1999,10,9,879,9.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,2294,ru RUS,GK,fr Ligue 1,25,1999,9.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2294,ru RUS,GK,fr Ligue 1,25,1999,9.8,250,311,80.4,6143,3965,0,0.0,0.0,0.0,0,5,0,0,0,2294,ru RUS,GK,fr Ligue 1,25,1999,9.8,311,252,58,10,0,0,0,0,0,0,0,0,250,1,1,2294,ru RUS,GK,fr Ligue 1,25,1999,9.8,0,0.00,0,0,0,0,0,0,0,0.00,2294,ru RUS,GK,fr Ligue 1,25,1999,9.8,0,0,0,0,0,0,,0,1,0,1,1,1,3,0,2294,ru RUS,GK,fr Ligue 1,25,1999,9.8,326,264,320,6,0,0,326,0,0,,0,,203,910,535,0,0,0,0,0,181,0,2830,ru RUS,GK,fr Ligue 1,25,1999,10,879,88,28.7,9.8,9,90,9,1,69,23,2.50,26,9,+17,+1.74,+0.09,24.2,10.8,+13.4,+1.38,2294,ru RUS,GK,fr Ligue 1,25,1999,9.8,0,0,0,0,1,0,0,1,0,0,0,0,15,0,0,,161,ru RUS,GK,fr Ligue 1,25,1999,10,9,879,9.8,9,0.92,25,17,72.0,7,1,1,3,33.3,2,2,0,0,161,ru RUS,GK,fr Ligue 1,25,1999,9.8,9,2,0,2,1,7.2,0.26,-0.8,-0.08,36,83,43.4,262,46,26.3,29.1,94,5,5.3,14,1.43,18.0
2295,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25.0,1999,27,24,2141,23.8,2,0,2,2,0,0,10,0,0.7,0.7,0.6,1.3,13,51,3,0.08,0.06,2295,ml MLI,DF,fr Ligue 1,25,1999,23.8,2,11,3,27.3,0.46,0.13,0.18,0.67,11.5,0,0,0,0.7,0.7,0.07,+1.3,+1.3,2295,ml MLI,DF,fr Ligue 1,25,1999,23.8,857,967,88.6,17324,5954,0,0.6,0.5,-0.6,6,45,3,0,51,2295,ml MLI,DF,fr Ligue 1,25,1999,23.8,967,932,33,25,0,12,1,3,0,0,0,0,857,2,7,2295,ml MLI,DF,fr Ligue 1,25,1999,23.8,15,0.66,12,0,2,0,1,0,2,0.09,2295,ml MLI,DF,fr Ligue 1,25,1999,23.8,57,35,38,16,3,44,59.1,18,24,13,11,29,86,110,5,2295,ml MLI,DF,fr Ligue 1,25,1999,23.8,1224,177,605,578,50,17,1224,20,13,65.0,6,30.0,657,3614,1948,13,10,0,8,9,762,3,2831,ml MLI,DF,fr Ligue 1,25,1999,27,2141,79,70.0,23.8,24,85,18,3,34,0,0.56,18,51,-33,-1.39,+0.87,25.1,43.4,-18.3,-0.80,2295,ml MLI,DF,fr Ligue 1,25,1999,23.8,10,0,0,33,12,1,1,29,35,0,1,0,90,37,39,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2296,Richie Sagrado,be BEL,DF,Venezia,it Serie A,20.0,2004,3,3,140,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,2,5,0.00,0.03,2296,be BEL,DF,it Serie A,20,2004,1.6,0,1,0,0.0,0.64,0.00,0.00,,23.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2296,be BEL,DF,it Serie A,20,2004,1.6,24,31,77.4,291,114,0,0.0,0.0,0.0,0,2,0,0,2,2296,be BEL,DF,it Serie A,20,2004,1.6,31,27,4,0,0,0,0,4,0,0,0,0,24,0,1,2296,be BEL,DF,it Serie A,20,2004,1.6,0,0.00,0,0,0,0,0,0,0,0.00,2296,be BEL,DF,it Serie A,20,2004,1.6,2,2,1,1,0,1,100.0,0,1,0,1,3,5,4,0,2296,be BEL,DF,it Serie A,20,2004,1.6,46,4,16,20,11,0,46,0,0,,0,,21,93,55,0,0,0,3,0,24,5,2833,be BEL,DF,it Serie A,20,2004,3,140,47,4.1,1.6,3,47,0,0,,17,0.00,1,5,-4,-2.57,-2.02,0.8,3.4,-2.7,-1.71,2296,be BEL,DF,it Serie A,20,2004,1.6,1,0,0,2,2,0,0,3,2,0,0,0,6,2,0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2297,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,23.0,2001,30,10,1293,14.4,3,3,6,3,0,0,1,0,2.9,2.9,3.6,6.5,69,89,159,0.42,0.45,2297,ma MAR,"FW,MF",fr Ligue 1,23,2001,14.4,3,23,8,34.8,1.60,0.56,0.13,0.38,15.6,0,0,0,2.9,2.9,0.13,+0.1,+0.1,2297,ma MAR,"FW,MF",fr Ligue 1,23,2001,14.4,515,614,83.9,7130,2046,3,3.6,4.3,-0.6,29,47,41,3,89,2297,ma MAR,"FW,MF",fr Ligue 1,23,2001,14.4,614,597,14,3,6,0,12,10,1,0,0,0,515,3,23,2297,ma MAR,"FW,MF",fr Ligue 1,23,2001,14.4,67,4.66,57,1,5,3,1,0,6,0.42,2297,ma MAR,"FW,MF",fr Ligue 1,23,2001,14.4,13,9,4,4,5,8,37.5,5,14,1,13,7,20,8,1,2297,ma MAR,"FW,MF",fr Ligue 1,23,2001,14.4,804,11,58,300,456,67,804,79,35,44.3,43,54.4,535,3452,1750,69,39,23,39,23,631,159,2834,ma MAR,"FW,MF",fr Ligue 1,23,2001,30,1293,43,42.3,14.4,10,73,1,20,28,1,1.77,23,9,+14,+0.97,+0.87,22.9,16.2,+6.7,+0.47,2297,ma MAR,"FW,MF",fr Ligue 1,23,2001,14.4,1,0,0,8,12,1,12,7,9,0,0,0,58,0,8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29.0,1995,24,11,905,10.1,3,0,3,3,0,0,4,0,3.2,3.2,1.0,4.2,16,24,53,0.30,0.42,2298,fr FRA,FW,fr Ligue 1,29,1995,10.1,3,17,7,41.2,1.69,0.70,0.18,0.43,11.2,0,0,0,3.2,3.2,0.19,-0.2,-0.2,2298,fr FRA,FW,fr Ligue 1,29,1995,10.1,193,248,77.8,2430,495,0,1.0,1.0,-1.0,9,11,12,0,24,2298,fr FRA,FW,fr Ligue 1,29,1995,10.1,248,227,20,2,2,1,8,2,0,0,0,0,193,1,3,2298,fr FRA,FW,fr Ligue 1,29,1995,10.1,27,2.69,18,0,5,1,2,1,0,0.00,2298,fr FRA,FW,fr Ligue 1,29,1995,10.1,16,11,3,10,3,13,46.2,7,6,0,6,2,18,2,0,2298,fr FRA,FW,fr Ligue 1,29,1995,10.1,325,3,21,151,156,41,325,19,9,47.4,10,52.6,185,884,419,16,10,8,18,9,239,53,2835,fr FRA,FW,fr Ligue 1,29,1995,24,905,38,29.6,10.1,11,67,0,13,13,2,1.50,11,11,0,0.00,-0.13,12.5,14.4,-1.9,-0.19,2298,fr FRA,FW,fr Ligue 1,29,1995,10.1,4,0,0,22,4,7,8,2,11,0,0,0,17,10,16,38.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25.0,1998,16,11,1018,11.3,1,0,1,1,0,0,3,0,1.0,1.0,0.8,1.8,19,22,33,0.09,0.17,2299,fr FRA,DF,fr Ligue 1,25,1998,11.3,1,8,4,50.0,0.71,0.35,0.13,0.25,10.8,0,0,0,1.0,1.0,0.15,0.0,0.0,2299,fr FRA,DF,fr Ligue 1,25,1998,11.3,257,347,74.1,3744,1534,0,0.8,0.8,-0.8,8,14,8,5,22,2299,fr FRA,DF,fr Ligue 1,25,1998,11.3,347,278,67,1,0,0,23,66,0,0,0,0,257,2,8,2299,fr FRA,DF,fr Ligue 1,25,1998,11.3,12,1.11,11,0,0,0,0,1,0,0.00,2299,fr FRA,DF,fr Ligue 1,25,1998,11.3,24,11,16,4,4,33,48.5,17,16,4,12,12,36,33,1,2299,fr FRA,DF,fr Ligue 1,25,1998,11.3,490,45,161,193,139,18,490,20,12,60.0,8,40.0,199,1055,551,19,8,5,20,8,237,33,2836,fr FRA,DF,fr Ligue 1,25,1998,16,1018,64,33.3,11.3,11,79,6,5,30,4,0.50,5,25,-20,-1.77,-0.18,9.1,21.0,-12.0,-1.11,2299,fr FRA,DF,fr Ligue 1,25,1998,11.3,3,0,0,8,9,2,23,12,11,0,0,0,38,15,14,51.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2300,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,22.0,2001,25,20,1729,19.2,6,10,16,5,1,1,3,0,6.8,6.0,7.6,13.7,96,70,255,0.78,0.75,2300,eng ENG,"FW,MF",eng Premier League,22,2001,19.2,6,66,22,33.3,3.44,1.15,0.08,0.23,15.6,1,1,1,6.8,6.0,0.09,-0.8,-1.0,2300,eng ENG,"FW,MF",eng Premier League,22,2001,19.2,552,731,75.5,8408,2487,10,7.6,7.8,+2.4,58,15,38,12,70,2300,eng ENG,"FW,MF",eng Premier League,22,2001,19.2,731,644,83,7,4,2,117,12,64,56,0,2,552,4,21,2300,eng ENG,"FW,MF",eng Premier League,22,2001,19.2,117,6.09,71,20,12,10,4,0,23,1.20,2300,eng ENG,"FW,MF",eng Premier League,22,2001,19.2,29,15,9,11,9,24,54.2,11,22,0,22,3,32,8,0,2300,eng ENG,"FW,MF",eng Premier League,22,2001,19.2,979,6,57,216,715,162,978,90,41,45.6,37,41.1,628,4253,2460,96,32,51,34,40,711,255,2837,eng ENG,"FW,MF",eng Premier League,22,2001,25,1729,69,50.6,19.2,20,79,7,5,32,0,1.96,38,21,+17,+0.88,-0.07,34.8,17.6,+17.3,+0.90,2300,eng ENG,"FW,MF",eng Premier League,22,2001,19.2,3,0,0,15,39,7,117,3,15,1,0,0,70,10,20,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,16.0,2008,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,2301,de GER,MF,de Bundesliga,16,2008,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2301,de GER,MF,de Bundesliga,16,2008,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,2301,de GER,MF,de Bundesliga,16,2008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2301,de GER,MF,de Bundesliga,16,2008,0.0,0,0.00,0,0,0,0,0,0,0,0.00,2301,de GER,MF,de Bundesliga,16,2008,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2301,de GER,MF,de Bundesliga,16,2008,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,2839,de GER,MF,de Bundesliga,16,2008,1,1,1,0.0,0.0,0,,0,1,1,3,3.00,0,0,0,0.00,-0.15,0.0,0.0,0.0,0.00,2301,de GER,MF,de Bundesliga,16,2008,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,Marco Sala,it ITA,DF,Como,it Serie A,25.0,1999,8,3,261,2.9,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,10,16,16,0.00,0.04,2302,it ITA,DF,it Serie A,25,1999,2.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2302,it ITA,DF,it Serie A,25,1999,2.9,115,152,75.7,1728,523,0,0.1,0.2,-0.1,1,8,2,1,16,2302,it ITA,DF,it Serie A,25,1999,2.9,152,134,18,1,0,1,9,17,0,0,0,0,115,0,5,2302,it ITA,DF,it Serie A,25,1999,2.9,6,2.07,6,0,0,0,0,0,0,0.00,2302,it ITA,DF,it Serie A,25,1999,2.9,9,6,5,3,1,8,62.5,3,2,0,2,1,10,9,0,2302,it ITA,DF,it Serie A,25,1999,2.9,173,9,54,69,51,1,173,2,1,50.0,0,0.0,113,565,311,10,10,1,1,1,116,16,2840,it ITA,DF,it Serie A,25,1999,8,261,33,7.6,2.9,3,70,1,5,10,8,0.88,2,8,-6,-2.07,-2.15,2.0,3.7,-1.7,-0.58,2302,it ITA,DF,it Serie A,25,1999,2.9,3,0,0,5,1,0,9,1,6,0,0,0,11,1,2,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,Marco Sala,it ITA,DF,Lecce,it Serie A,25.0,1999,2,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,5,6,9,0.00,0.46,2303,it ITA,DF,it Serie A,25,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,2303,it ITA,DF,it Serie A,25,1999,0.8,36,50,72.0,557,177,0,0.4,0.1,-0.4,1,2,3,1,6,2303,it ITA,DF,it Serie A,25,1999,0.8,50,40,10,0,0,0,8,9,1,1,0,0,36,0,0,2303,it ITA,DF,it Serie A,25,1999,0.8,1,1.25,1,0,0,0,0,0,0,0.00,2303,it ITA,DF,it Serie A,25,1999,0.8,1,0,0,1,0,1,0.0,1,1,0,1,0,1,0,0,2303,it ITA,DF,it Serie A,25,1999,0.8,52,0,11,25,16,0,52,0,0,,0,,32,211,137,5,0,0,0,0,37,9,2841,it ITA,DF,it Serie A,25,1999,2,72,36,2.1,0.8,0,,0,2,36,12,0.00,1,0,+1,+1.25,+2.11,1.5,1.6,-0.1,-0.17,2303,it ITA,DF,it Serie A,25,1999,0.8,0,0,0,1,1,0,8,0,0,0,0,0,1,0,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,Ibrahim Salah,ma MAR,FW,Brest,fr Ligue 1,22.0,2001,12,4,358,4.0,1,1,2,1,0,0,0,0,0.6,0.6,0.6,1.1,15,7,40,0.50,0.29,2304,ma MAR,FW,fr Ligue 1,22,2001,4.0,1,13,4,30.8,3.27,1.01,0.08,0.25,19.7,0,0,0,0.6,0.6,0.04,+0.4,+0.4,2304,ma MAR,FW,fr Ligue 1,22,2001,4.0,88,129,68.2,1255,239,1,0.6,0.4,+0.4,6,2,2,2,7,2304,ma MAR,FW,fr Ligue 1,22,2001,4.0,129,127,1,0,0,1,15,0,1,0,1,0,88,1,7,2304,ma MAR,FW,fr Ligue 1,22,2001,4.0,11,2.76,8,0,2,1,0,0,2,0.50,2304,ma MAR,FW,fr Ligue 1,22,2001,4.0,4,2,1,1,2,6,16.7,5,2,0,2,2,6,0,0,2304,ma MAR,FW,fr Ligue 1,22,2001,4.0,186,0,15,81,94,16,186,25,9,36.0,16,64.0,124,780,423,15,8,6,12,6,138,40,2842,ma MAR,FW,fr Ligue 1,22,2001,12,358,30,11.7,4.0,4,59,1,8,15,7,1.08,5,7,-2,-0.50,-0.34,3.6,9.4,-5.8,-1.45,2304,ma MAR,FW,fr Ligue 1,22,2001,4.0,0,0,0,6,3,2,15,2,2,0,0,0,20,1,3,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,32.0,1992,38,38,3371,37.5,29,18,47,20,9,9,1,0,25.2,18.2,14.2,32.4,154,144,488,1.01,1.05,2305,eg EGY,FW,eng Premier League,32,1992,37.5,29,121,50,41.3,3.23,1.33,0.17,0.40,14.5,1,9,9,25.2,18.2,0.15,+3.8,+1.8,2305,eg EGY,FW,eng Premier League,32,1992,37.5,892,1263,70.6,13343,3919,18,14.2,9.1,+3.8,88,53,93,15,144,2305,eg EGY,FW,eng Premier League,32,1992,37.5,1263,1227,30,7,19,3,79,23,0,0,0,0,892,6,62,2305,eg EGY,FW,eng Premier League,32,1992,37.5,169,4.51,123,2,22,14,5,3,27,0.72,2305,eg EGY,FW,eng Premier League,32,1992,37.5,21,11,7,5,9,17,47.1,9,12,0,12,9,30,5,0,2305,eg EGY,FW,eng Premier League,32,1992,37.5,1695,11,97,500,1119,356,1686,137,58,42.3,72,52.6,1149,6973,3695,154,59,126,116,67,1407,488,2843,eg EGY,FW,eng Premier League,32,1992,38,3371,89,98.6,37.5,38,89,29,0,,0,2.21,85,40,+45,+1.20,+1.20,81.6,38.1,+43.5,+1.16,2305,eg EGY,FW,eng Premier League,32,1992,37.5,1,0,0,25,39,18,79,9,11,0,0,0,101,9,14,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,Anass Salah-Eddine,nl NED,DF,Roma,it Serie A,22.0,2002,3,2,152,1.7,0,1,1,0,0,0,0,0,0.3,0.3,0.1,0.5,8,2,15,0.59,0.27,2306,nl NED,DF,it Serie A,22,2002,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,13.0,0,0,0,0.3,0.3,0.16,-0.3,-0.3,2306,nl NED,DF,it Serie A,22,2002,1.7,86,103,83.5,1414,246,1,0.1,0.1,+0.9,2,2,1,1,2,2306,nl NED,DF,it Serie A,22,2002,1.7,103,86,16,1,0,0,6,15,0,0,0,0,86,1,4,2306,nl NED,DF,it Serie A,22,2002,1.7,4,2.37,4,0,0,0,0,0,1,0.59,2306,nl NED,DF,it Serie A,22,2002,1.7,1,1,1,0,0,0,,0,0,0,0,1,2,2,2,2306,nl NED,DF,it Serie A,22,2002,1.7,117,3,25,45,49,4,117,3,0,0.0,3,100.0,61,431,283,8,5,2,2,1,86,15,2844,nl NED,DF,it Serie A,22,2002,3,152,51,4.4,1.7,2,71,0,1,11,12,3.00,3,0,+3,+1.78,+1.28,2.7,0.3,+2.4,+1.40,2306,nl NED,DF,it Serie A,22,2002,1.7,0,0,0,2,1,0,6,1,1,0,0,0,6,0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
